split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,ai_algorithm
0.8478260869565218,0.837696335078534,0.8648648648648649,0.7752808988764045,0.8461538461538463,0.8344182720668336,0.030798013855379714,1,lre
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9354838709677419,0.9613259668508287,0.9478466385719537,0.013516406385363408,1,svm
0.9180327868852459,0.9608938547486033,0.9497206703910613,0.9273743016759777,0.9720670391061453,0.9456083844570112,0.020210329559170463,1,rfc
0.9297297297297297,0.9828571428571428,0.9720670391061453,0.9444444444444445,0.9720670391061453,0.9602375832338547,0.01986928712114136,1,bst
0.8999999999999999,0.9560439560439561,0.9438202247191012,0.9180327868852458,0.9662921348314608,0.9368256914746261,0.024477376057257545,1,xgb
