split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params
0.9130434782608695,0.9555555555555557,0.9550561797752809,0.9273743016759777,0.9720670391061453,0.9446076904658448,0.021333221644605705,6,3.1825687885284424,0.0423271449193272,0.22559614181518556,0.021604839121458247,,19,sqrt,1,2,1000,"OrderedDict([('class_weight', None), ('max_depth', 19), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 1000)])"
0.8715083798882681,0.9310344827586208,0.9195402298850575,0.903954802259887,0.9431818181818182,0.9138217914156275,0.024820638564579254,70,0.34369602203369143,0.011730371076132591,0.01630244255065918,0.002444331674884579,,32,log2,1,16,100,"OrderedDict([('class_weight', None), ('max_depth', 32), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 16), ('n_estimators', 100)])"
0.7570621468926553,0.8478260869565218,0.8314606741573033,0.7218934911242605,0.8800000000000001,0.8076637457356334,0.058816122531773235,98,0.22179532051086426,0.015061709482116973,0.01810464859008789,0.005809490919473031,balanced,2,sqrt,1,2,100,"OrderedDict([('class_weight', 'balanced'), ('max_depth', 2), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 100)])"
0.8777777777777778,0.9378531073446328,0.9257142857142858,0.9101123595505618,0.9431818181818182,0.9189102860710991,0.023520281978347195,63,2.2109768867492674,0.03390332678888571,0.1063687801361084,0.010951470709926026,balanced,32,log2,1,16,729,"OrderedDict([('class_weight', 'balanced'), ('max_depth', 32), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 16), ('n_estimators', 729)])"
0.9130434782608695,0.9608938547486033,0.9497206703910613,0.9222222222222222,0.9662921348314608,0.9424303201399642,0.02114197318096577,24,2.403765392303467,0.05556956058112811,0.12879338264465331,0.005387366108064221,balanced,29,log2,1,2,808,"OrderedDict([('class_weight', 'balanced'), ('max_depth', 29), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 808)])"
0.9130434782608695,0.9608938547486033,0.9550561797752809,0.9222222222222222,0.9720670391061453,0.9446508872238963,0.022911390257462767,3,3.0123747825622558,0.05719078178473576,0.15619821548461915,0.022057786703127823,,15,log2,1,2,1000,"OrderedDict([('class_weight', None), ('max_depth', 15), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 1000)])"
0.9130434782608695,0.9555555555555557,0.9550561797752809,0.9273743016759777,0.9720670391061453,0.9446076904658448,0.021333221644605705,6,2.9537730693817137,0.03297727432790118,0.15200428962707518,0.004696917314036561,,22,sqrt,1,2,1000,"OrderedDict([('class_weight', None), ('max_depth', 22), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 1000)])"
0.8852459016393441,0.9378531073446328,0.9257142857142858,0.9101123595505618,0.9431818181818182,0.9204073131777456,0.020952078614795117,62,2.583171558380127,0.04462379628335728,0.1506037712097168,0.02575504469516935,,8,log2,1,16,949,"OrderedDict([('class_weight', None), ('max_depth', 8), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 16), ('n_estimators', 949)])"
0.9130434782608695,0.9555555555555557,0.9550561797752809,0.9273743016759777,0.9720670391061453,0.9446076904658448,0.021333221644605705,6,3.012572145462036,0.06059671623339237,0.12919650077819825,0.010637874349801776,,21,log2,1,2,1000,"OrderedDict([('class_weight', None), ('max_depth', 21), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 1000)])"
0.918918918918919,0.9555555555555557,0.9497206703910613,0.9222222222222222,0.9720670391061453,0.9436890275954427,0.02026999661070031,14,2.051833963394165,0.020996981391351557,0.10988898277282715,0.0040524881168529205,,27,sqrt,1,2,597,"OrderedDict([('class_weight', None), ('max_depth', 27), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 597)])"
0.8913043478260869,0.9491525423728814,0.9318181818181818,0.9111111111111111,0.9491525423728814,0.9264994897889717,0.02250156782571688,56,1.1535934925079345,0.023540261958649316,0.05100493431091309,0.007869525194865995,,32,sqrt,3,2,278,"OrderedDict([('class_weight', None), ('max_depth', 32), ('max_features', 'sqrt'), ('min_samples_leaf', 3), ('min_samples_split', 2), ('n_estimators', 278)])"
0.8961748633879781,0.9438202247191012,0.9378531073446328,0.9222222222222222,0.96045197740113,0.9320834479881412,0.021738120071494848,51,1.6313796043395996,0.037458391910137896,0.08799362182617188,0.012200556727464722,,32,sqrt,2,2,480,"OrderedDict([('class_weight', None), ('max_depth', 32), ('max_features', 'sqrt'), ('min_samples_leaf', 2), ('min_samples_split', 2), ('n_estimators', 480)])"
0.8913043478260869,0.9438202247191012,0.9318181818181818,0.9171270718232043,0.9550561797752809,0.9278063710679818,0.022191279163892325,54,1.6375784397125244,0.023227656817229984,0.08180670738220215,0.010569295123390233,,32,log2,3,2,507,"OrderedDict([('class_weight', None), ('max_depth', 32), ('max_features', 'log2'), ('min_samples_leaf', 3), ('min_samples_split', 2), ('n_estimators', 507)])"
0.7666666666666666,0.8415300546448087,0.8228571428571428,0.7134502923976608,0.8705882352941177,0.8030435335304534,0.056125877206942246,99,2.3701897144317625,0.035423401416214216,0.14079508781433106,0.018619924822781905,,2,sqrt,7,16,1000,"OrderedDict([('class_weight', None), ('max_depth', 2), ('max_features', 'sqrt'), ('min_samples_leaf', 7), ('min_samples_split', 16), ('n_estimators', 1000)])"
0.8729281767955801,0.9378531073446328,0.9257142857142858,0.9101123595505618,0.9431818181818182,0.9179381564892464,0.025237775757136698,64,2.9224178314208986,0.026436581502400268,0.13391709327697754,0.012125755284550226,,13,sqrt,1,16,688,"OrderedDict([('class_weight', None), ('max_depth', 13), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 16), ('n_estimators', 688)])"
0.9130434782608695,0.9608938547486033,0.9550561797752809,0.9222222222222222,0.9720670391061453,0.9446508872238963,0.022911390257462767,3,4.295759105682373,0.030865313013432247,0.28142614364624025,0.022645170575705136,,13,sqrt,1,2,1000,"OrderedDict([('class_weight', None), ('max_depth', 13), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 1000)])"
0.8839779005524862,0.9378531073446328,0.9310344827586208,0.9101123595505618,0.9431818181818182,0.9212195984721832,0.021760509457261802,61,5.058072662353515,0.09388605758103315,0.2418503761291504,0.019378843160571042,,16,sqrt,1,16,1000,"OrderedDict([('class_weight', None), ('max_depth', 16), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 16), ('n_estimators', 1000)])"
0.8508287292817679,0.9152542372881356,0.9101123595505618,0.8764044943820224,0.9265536723163842,0.8958178320836253,0.028032542457200462,86,4.399102210998535,0.08529709007340776,0.2800267219543457,0.022234022751941685,,9,log2,7,3,995,"OrderedDict([('class_weight', None), ('max_depth', 9), ('max_features', 'log2'), ('min_samples_leaf', 7), ('min_samples_split', 3), ('n_estimators', 995)])"
0.8791208791208791,0.9325842696629215,0.9204545454545455,0.8938547486033519,0.9371428571428572,0.9126249284641634,0.02252107593755504,75,3.7380894660949706,0.01399986067026967,0.16669678688049316,0.01730275248563964,,9,sqrt,5,2,1000,"OrderedDict([('class_weight', None), ('max_depth', 9), ('max_features', 'sqrt'), ('min_samples_leaf', 5), ('min_samples_split', 2), ('n_estimators', 1000)])"
0.9180327868852459,0.9608938547486033,0.9491525423728814,0.9162011173184358,0.9550561797752809,0.9398769514539692,0.018949696320651833,34,0.3591777801513672,0.015695095877435148,0.015390491485595703,0.0013558896379817584,balanced,14,sqrt,1,2,100,"OrderedDict([('class_weight', 'balanced'), ('max_depth', 14), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 100)])"
0.9130434782608695,0.9555555555555557,0.9550561797752809,0.9222222222222222,0.9720670391061453,0.9435807953583195,0.022242667165370458,15,3.5643962383270265,0.0646888710546727,0.16589784622192383,0.012434225462459736,balanced,23,log2,1,2,1000,"OrderedDict([('class_weight', 'balanced'), ('max_depth', 23), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 1000)])"
0.9180327868852459,0.9497206703910613,0.9491525423728814,0.9111111111111111,0.9550561797752809,0.9366227014161456,0.018236906317043403,40,0.3006137371063232,0.019113127632287716,0.016789674758911133,0.005111711080811958,balanced,17,sqrt,1,2,100,"OrderedDict([('class_weight', 'balanced'), ('max_depth', 17), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 100)])"
0.9180327868852459,0.9497206703910613,0.9550561797752809,0.9111111111111111,0.9550561797752809,0.9378061184808635,0.019178811134329034,38,0.30561094284057616,0.01432147588126857,0.01938800811767578,0.0046703451469113375,balanced,20,sqrt,1,2,100,"OrderedDict([('class_weight', 'balanced'), ('max_depth', 20), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 100)])"
0.9032258064516128,0.9555555555555557,0.9385474860335197,0.9111111111111111,0.9608938547486033,0.9338618978139079,0.023145017866603314,49,0.26063923835754393,0.018312343111571254,0.015590095520019531,0.0022433109602670925,,8,sqrt,1,2,100,"OrderedDict([('class_weight', None), ('max_depth', 8), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 100)])"
0.8426966292134833,0.9152542372881356,0.9101123595505618,0.8700564971751412,0.9265536723163842,0.8929224458384974,0.03153616957297816,91,2.509575366973877,0.0084421073191031,0.1361161231994629,0.006848360045199234,,21,log2,8,14,951,"OrderedDict([('class_weight', None), ('max_depth', 21), ('max_features', 'log2'), ('min_samples_leaf', 8), ('min_samples_split', 14), ('n_estimators', 951)])"
0.9130434782608695,0.9555555555555557,0.9550561797752809,0.9273743016759777,0.9720670391061453,0.9446076904658448,0.021333221644605705,6,2.9312930583953856,0.03194893940193934,0.14511051177978515,0.007802744930607583,,25,log2,1,2,1000,"OrderedDict([('class_weight', None), ('max_depth', 25), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 1000)])"
0.8491620111731844,0.9152542372881356,0.9101123595505618,0.8700564971751412,0.9265536723163842,0.8942184677347472,0.02951342201374433,90,2.8390449047088624,0.052038749531944414,0.13771486282348633,0.0071901151415075994,,20,log2,8,16,1000,"OrderedDict([('class_weight', None), ('max_depth', 20), ('max_features', 'log2'), ('min_samples_leaf', 8), ('min_samples_split', 16), ('n_estimators', 1000)])"
0.8295454545454547,0.9101123595505618,0.9039548022598869,0.8700564971751412,0.9152542372881356,0.8857690193732487,0.03226813094029236,96,0.3285969734191895,0.022564022514976266,0.021186685562133788,0.008835715343469549,balanced,21,log2,8,16,100,"OrderedDict([('class_weight', 'balanced'), ('max_depth', 21), ('max_features', 'log2'), ('min_samples_leaf', 8), ('min_samples_split', 16), ('n_estimators', 100)])"
0.8295454545454547,0.9101123595505618,0.9039548022598869,0.8764044943820224,0.9213483146067416,0.8882489317217229,0.0328996042786386,94,0.3573784351348877,0.033776563146297935,0.02898268699645996,0.01336409887257511,,20,log2,8,2,100,"OrderedDict([('class_weight', None), ('max_depth', 20), ('max_features', 'log2'), ('min_samples_leaf', 8), ('min_samples_split', 2), ('n_estimators', 100)])"
0.8972972972972973,0.9555555555555557,0.9438202247191012,0.9222222222222222,0.9550561797752809,0.9347815284763407,0.022313895847785186,43,2.4564801692962646,0.025813415680704506,0.1259222984313965,0.009543979100985962,balanced,10,sqrt,1,7,880,"OrderedDict([('class_weight', 'balanced'), ('max_depth', 10), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 7), ('n_estimators', 880)])"
0.8999999999999999,0.9555555555555557,0.9378531073446328,0.9222222222222222,0.9550561797752809,0.9341271583371256,0.02106761936228396,48,3.077097702026367,0.03821280274677884,0.14331140518188476,0.015242781741391891,balanced,13,sqrt,1,5,1000,"OrderedDict([('class_weight', 'balanced'), ('max_depth', 13), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 5), ('n_estimators', 1000)])"
0.8913043478260869,0.9555555555555557,0.9318181818181818,0.9162011173184358,0.9550561797752809,0.9299742254972319,0.024388825188904256,53,2.499454879760742,0.028457262365122388,0.13371748924255372,0.014223454587363436,,9,log2,1,8,920,"OrderedDict([('class_weight', None), ('max_depth', 9), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 8), ('n_estimators', 920)])"
0.8901098901098901,0.9608938547486033,0.9438202247191012,0.9162011173184358,0.96045197740113,0.9342862303207069,0.027440618341363774,47,0.532670259475708,0.021256555751822902,0.026583385467529298,0.005949465356090064,balanced_subsample,31,log2,1,7,145,"OrderedDict([('class_weight', 'balanced_subsample'), ('max_depth', 31), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 7), ('n_estimators', 145)])"
0.8972972972972973,0.9555555555555557,0.9438202247191012,0.9222222222222222,0.9550561797752809,0.9347815284763407,0.022313895847785186,43,2.739844226837158,0.028939603450650726,0.12526249885559082,0.008007684889902292,,10,sqrt,1,7,1000,"OrderedDict([('class_weight', None), ('max_depth', 10), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 7), ('n_estimators', 1000)])"
0.9130434782608695,0.9497206703910613,0.9491525423728814,0.9222222222222222,0.9662921348314608,0.9400767085475643,0.019549067834327707,33,1.8144776821136475,0.019437081301295255,0.10273613929748535,0.0049125531469730276,balanced,26,log2,1,2,472,"OrderedDict([('class_weight', 'balanced'), ('max_depth', 26), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 472)])"
0.8777777777777778,0.9378531073446328,0.9257142857142858,0.9101123595505618,0.9371428571428572,0.9177066207159531,0.02237396115133587,66,1.5486423015594482,0.007055318559468303,0.08414807319641113,0.00862956086461888,,20,sqrt,1,16,476,"OrderedDict([('class_weight', None), ('max_depth', 20), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 16), ('n_estimators', 476)])"
0.8826815642458101,0.9438202247191012,0.9195402298850575,0.9204545454545454,0.9491525423728814,0.9231032297122942,0.023510712642746682,59,0.32320003509521483,0.010922147163138156,0.02438488006591797,0.008587802938523147,,19,log2,1,11,100,"OrderedDict([('class_weight', None), ('max_depth', 19), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 11), ('n_estimators', 100)])"
0.8777777777777778,0.9318181818181818,0.9257142857142858,0.903954802259887,0.9431818181818182,0.9164732480089994,0.023192374686577463,68,0.580241060256958,0.004797267916188184,0.03657732009887695,0.006854347681909309,,23,log2,1,16,177,"OrderedDict([('class_weight', None), ('max_depth', 23), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 16), ('n_estimators', 177)])"
0.8826815642458101,0.9438202247191012,0.9195402298850575,0.9204545454545454,0.9491525423728814,0.9231032297122942,0.023510712642746682,59,0.33159513473510743,0.00777703397771595,0.015219640731811524,0.002702526576228361,,22,log2,1,11,100,"OrderedDict([('class_weight', None), ('max_depth', 22), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 11), ('n_estimators', 100)])"
0.9010989010989012,0.9666666666666666,0.9550561797752809,0.9222222222222222,0.9666666666666666,0.9423373384085932,0.02627932113338775,26,0.6020271301269531,0.01570782865501877,0.03737683296203613,0.0024150252005345056,balanced_subsample,12,sqrt,1,2,149,"OrderedDict([('class_weight', 'balanced_subsample'), ('max_depth', 12), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 149)])"
0.907103825136612,0.96045197740113,0.9438202247191012,0.9281767955801106,0.9662921348314608,0.9411551749649538,0.02163349100987151,31,0.64060378074646,0.0037390540460443523,0.035378122329711915,0.0063711678776654694,,30,log2,1,2,194,"OrderedDict([('class_weight', None), ('max_depth', 30), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 194)])"
0.9130434782608695,0.9555555555555557,0.9497206703910613,0.9222222222222222,0.9662921348314608,0.9413602282743875,0.020298646445943105,30,2.865828275680542,0.036641285230823106,0.14710912704467774,0.000747920406596964,balanced,32,log2,1,2,855,"OrderedDict([('class_weight', 'balanced'), ('max_depth', 32), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 855)])"
0.8426966292134833,0.9204545454545455,0.9101123595505618,0.8636363636363635,0.9265536723163842,0.8926852372599121,0.03336448967173518,92,2.2490094184875487,0.009128645671634274,0.11832690238952637,0.00649518810790966,,29,sqrt,8,3,743,"OrderedDict([('class_weight', None), ('max_depth', 29), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 3), ('n_estimators', 743)])"
0.8555555555555556,0.9162011173184357,0.9101123595505618,0.8651685393258427,0.9265536723163842,0.8947156454944316,0.02869678225623875,89,1.3897287845611572,0.024696104428902965,0.07439870834350586,0.016904170479941676,balanced,28,log2,8,2,457,"OrderedDict([('class_weight', 'balanced'), ('max_depth', 28), ('max_features', 'log2'), ('min_samples_leaf', 8), ('min_samples_split', 2), ('n_estimators', 457)])"
0.9130434782608695,0.9555555555555557,0.9550561797752809,0.9222222222222222,0.9720670391061453,0.9435807953583195,0.022242667165370458,15,2.7900564193725588,0.02691336243202751,0.1394925594329834,0.026733239933752723,,16,sqrt,1,2,1000,"OrderedDict([('class_weight', None), ('max_depth', 16), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 1000)])"
0.8852459016393441,0.9438202247191012,0.9318181818181818,0.9222222222222222,0.9550561797752809,0.9276074699187351,0.02391473158156618,55,2.4885034561157227,0.07292383420276083,0.13032164573669433,0.02407045876645804,,14,sqrt,3,2,932,"OrderedDict([('class_weight', None), ('max_depth', 14), ('max_features', 'sqrt'), ('min_samples_leaf', 3), ('min_samples_split', 2), ('n_estimators', 932)])"
0.8972972972972973,0.9325842696629215,0.9318181818181818,0.9162011173184358,0.9431818181818182,0.9242040654869511,0.015980430404212185,58,0.5433622360229492,0.012383831398888314,0.027982807159423827,0.0027551916264095177,,12,log2,3,3,198,"OrderedDict([('class_weight', None), ('max_depth', 12), ('max_features', 'log2'), ('min_samples_leaf', 3), ('min_samples_split', 3), ('n_estimators', 198)])"
0.8972972972972973,0.9497206703910613,0.9385474860335197,0.9162011173184358,0.9608938547486033,0.9325183826500939,0.022996243138455687,50,0.26503596305847166,0.008418344751239957,0.02298583984375,0.005929289828875548,,10,sqrt,2,2,100,"OrderedDict([('class_weight', None), ('max_depth', 10), ('max_features', 'sqrt'), ('min_samples_leaf', 2), ('min_samples_split', 2), ('n_estimators', 100)])"
