split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_gamma,param_kernel,param_shrinking,params
0.8512820512820513,0.8994708994708994,0.918918918918919,0.8876404494382023,0.9230769230769231,0.8960567075767609,0.02585760972281712,50,0.07690215110778809,0.007084191596684614,0.0038985252380371095,0.00019855504993287652,10.0,balanced,auto,poly,True,"OrderedDict([('C', 10.0), ('class_weight', 'balanced'), ('gamma', 'auto'), ('kernel', 'poly'), ('shrinking', True)])"
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9304812834224598,0.9613259668508287,0.9468495396876437,0.014537569034042694,3,0.05936241149902344,0.010625148934410229,0.003997611999511719,2.7804145311571603e-07,10.0,balanced,scale,rbf,True,"OrderedDict([('C', 10.0), ('class_weight', 'balanced'), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', True)])"
0.8864864864864865,0.8842105263157896,0.9347826086956522,0.8571428571428572,0.9120879120879122,0.8949656013656263,0.026438016158330753,51,0.09534077644348145,0.006854061242085598,0.004397439956665039,0.0004901352855248877,0.4272672016412768,balanced,scale,rbf,True,"OrderedDict([('C', 0.4272672016412768), ('class_weight', 'balanced'), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', True)])"
0.9197860962566845,0.9502762430939227,0.9666666666666666,0.9032258064516129,0.9560439560439561,0.9392215415669303,0.023787916685185418,42,0.07215518951416015,0.013399091316162563,0.006995534896850586,0.005510192958430575,2.4570899238445856,balanced,scale,rbf,True,"OrderedDict([('C', 2.4570899238445856), ('class_weight', 'balanced'), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', True)])"
0.8832487309644671,0.9090909090909091,0.918918918918919,0.8950276243093922,0.9392265193370166,0.9090842614095643,0.019330293070730396,45,0.11013193130493164,0.005415322092230129,0.007995176315307616,0.00900519124187191,10.0,,scale,poly,False,"OrderedDict([('C', 10.0), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'poly'), ('shrinking', False)])"
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9304812834224598,0.9613259668508287,0.9468495396876437,0.014537569034042694,3,0.08481669425964355,0.010283076171886138,0.005800199508666992,0.003129499555403726,10.0,balanced,scale,rbf,False,"OrderedDict([('C', 10.0), ('class_weight', 'balanced'), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
0.7942583732057417,0.7605633802816901,0.8,0.6641221374045801,0.0,0.6044077479038604,0.30545805156299854,96,0.13611502647399903,0.005942628590362695,0.009993982315063477,0.002528583264266819,0.0001,,auto,sigmoid,False,"OrderedDict([('C', 0.0001), ('class_weight', None), ('gamma', 'auto'), ('kernel', 'sigmoid'), ('shrinking', False)])"
0.9361702127659575,0.9340659340659342,0.9723756906077349,0.9304812834224598,0.9560439560439561,0.9458332577403155,0.015982852910224773,35,0.0999375343322754,0.012207055585993411,0.007395696640014648,0.003977715592514006,7.568400375355885,,scale,rbf,False,"OrderedDict([('C', 7.568400375355885), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
0.7904761904761903,0.7570093457943926,0.7962085308056872,0.6641221374045801,0.0,0.6021771410606207,0.3041385299451276,99,0.15356264114379883,0.02110955438392484,0.007003974914550781,9.72724428083034e-06,0.0001,,scale,sigmoid,True,"OrderedDict([('C', 0.0001), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'sigmoid'), ('shrinking', True)])"
0.7904761904761903,0.7570093457943926,0.8,0.6641221374045801,0.0,0.6029371622203008,0.30462679672926146,98,0.0723846435546875,0.019755052331356864,0.005000495910644531,0.0006369457644713549,0.0001,,auto,linear,True,"OrderedDict([('C', 0.0001), ('class_weight', None), ('gamma', 'auto'), ('kernel', 'linear'), ('shrinking', True)])"
0.6705882352941176,0.7127659574468085,0.7167630057803468,0.6553672316384181,0.7093023255813954,0.692981548352177,0.025048845785264704,87,0.04839234352111817,0.009968068569956136,0.010197925567626952,0.011406411950009302,9.332527863652983,,scale,sigmoid,False,"OrderedDict([('C', 9.332527863652983), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'sigmoid'), ('shrinking', False)])"
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9304812834224598,0.9613259668508287,0.9468495396876437,0.014537569034042694,3,0.06895656585693359,0.009791914936885431,0.013591670989990234,0.01081188024047843,10.0,balanced,scale,rbf,False,"OrderedDict([('C', 10.0), ('class_weight', 'balanced'), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9304812834224598,0.9613259668508287,0.9468495396876437,0.014537569034042694,3,0.09094357490539551,0.013273247179240527,0.0037977218627929686,0.000399804154394406,10.0,balanced,scale,rbf,False,"OrderedDict([('C', 10.0), ('class_weight', 'balanced'), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9304812834224598,0.9613259668508287,0.9468495396876437,0.014537569034042694,3,0.08874478340148925,0.00901454722801943,0.0077954292297363285,0.007595253001200356,10.0,balanced,scale,rbf,False,"OrderedDict([('C', 10.0), ('class_weight', 'balanced'), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9304812834224598,0.9613259668508287,0.9468495396876437,0.014537569034042694,3,0.08914484977722167,0.008992033594994522,0.012592506408691407,0.010958286037440663,10.0,balanced,scale,rbf,False,"OrderedDict([('C', 10.0), ('class_weight', 'balanced'), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
0.9247311827956989,0.9340659340659342,0.967032967032967,0.9197860962566845,0.9613259668508287,0.9413903255230802,0.019246770019709158,41,0.06955604553222657,0.013039590018395181,0.0035979747772216797,0.0004894926320069067,10.0,balanced,auto,rbf,True,"OrderedDict([('C', 10.0), ('class_weight', 'balanced'), ('gamma', 'auto'), ('kernel', 'rbf'), ('shrinking', True)])"
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9304812834224598,0.9613259668508287,0.9468495396876437,0.014537569034042694,3,0.06915698051452637,0.011915433511156254,0.012391901016235352,0.013386966503323038,10.0,balanced,scale,rbf,False,"OrderedDict([('C', 10.0), ('class_weight', 'balanced'), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
0.8222222222222223,0.8191489361702129,0.8617021276595745,0.6641221374045801,0.0,0.6341255949783089,0.3235180438328163,92,0.11532812118530274,0.014379837908925419,0.007395792007446289,0.0010190194087671936,0.0016560588584559656,balanced,auto,rbf,False,"OrderedDict([('C', 0.0016560588584559656), ('class_weight', 'balanced'), ('gamma', 'auto'), ('kernel', 'rbf'), ('shrinking', False)])"
0.8222222222222223,0.8191489361702129,0.8617021276595745,0.6641221374045801,0.0,0.6341255949783089,0.3235180438328163,92,0.11412906646728516,0.010218836032897164,0.006396245956420898,0.0004897264656674859,0.000537240435272877,balanced,auto,rbf,False,"OrderedDict([('C', 0.000537240435272877), ('class_weight', 'balanced'), ('gamma', 'auto'), ('kernel', 'rbf'), ('shrinking', False)])"
0.8648648648648649,0.8829787234042553,0.9081081081081082,0.8068181818181818,0.8852459016393441,0.8696568487100901,0.034234933592749844,53,0.06555895805358887,0.007600889294053539,0.00859522819519043,0.007705045060345401,0.24494722249738057,,auto,rbf,True,"OrderedDict([('C', 0.24494722249738057), ('class_weight', None), ('gamma', 'auto'), ('kernel', 'rbf'), ('shrinking', True)])"
0.9081081081081082,0.9206349206349206,0.9340659340659342,0.8804347826086957,0.9392265193370166,0.9165092315431403,0.02101414174047556,44,0.05836353302001953,0.00708318132244854,0.00439763069152832,0.0004895899601671047,1.2781352397402386,balanced,auto,rbf,False,"OrderedDict([('C', 1.2781352397402386), ('class_weight', 'balanced'), ('gamma', 'auto'), ('kernel', 'rbf'), ('shrinking', False)])"
0.8369565217391305,0.8481675392670156,0.8602150537634408,0.7692307692307692,0.8461538461538463,0.8322004463459625,0.0322814821547687,66,0.030380630493164064,0.000799226995570181,0.017190074920654295,0.01539609779981792,0.045950357280857154,,auto,linear,True,"OrderedDict([('C', 0.045950357280857154), ('class_weight', None), ('gamma', 'auto'), ('kernel', 'linear'), ('shrinking', True)])"
0.8465608465608466,0.8290155440414507,0.8556149732620321,0.7717391304347826,0.8449197860962567,0.8296184401287631,0.030124148665232487,69,0.03617672920227051,0.0030574849353862356,0.003997373580932617,4.1019083342755444e-07,0.010962303547758376,balanced,scale,linear,False,"OrderedDict([('C', 0.010962303547758376), ('class_weight', 'balanced'), ('gamma', 'scale'), ('kernel', 'linear'), ('shrinking', False)])"
0.849462365591398,0.8465608465608466,0.8663101604278074,0.7692307692307692,0.849462365591398,0.8362664831070256,0.03416837884305224,58,0.04357266426086426,0.007333066902399907,0.003397846221923828,0.000489667850557489,0.023664075909540425,balanced,scale,linear,False,"OrderedDict([('C', 0.023664075909540425), ('class_weight', 'balanced'), ('gamma', 'scale'), ('kernel', 'linear'), ('shrinking', False)])"
0.8449197860962567,0.837696335078534,0.8556149732620321,0.7734806629834253,0.849462365591398,0.8322821214367597,0.0299167731987697,65,0.0375767707824707,0.007984831266897086,0.0035976409912109376,0.0004898040697486511,0.015559356486820792,,auto,linear,True,"OrderedDict([('C', 0.015559356486820792), ('class_weight', None), ('gamma', 'auto'), ('kernel', 'linear'), ('shrinking', True)])"
0.8415300546448087,0.8481675392670156,0.849462365591398,0.7759562841530055,0.8351648351648351,0.8301120145252724,0.027498974504470253,67,0.044571971893310545,0.005000529261124732,0.0035983562469482423,0.0004899016609207048,0.15703034059870044,,scale,linear,False,"OrderedDict([('C', 0.15703034059870044), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'linear'), ('shrinking', False)])"
0.9361702127659575,0.9340659340659342,0.9666666666666666,0.9130434782608695,0.9613259668508287,0.9422660000800609,0.01956765331902891,39,0.06216111183166504,0.012504071688511776,0.0049972057342529295,0.0015479422296498537,5.411650441631147,balanced,scale,rbf,True,"OrderedDict([('C', 5.411650441631147), ('class_weight', 'balanced'), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', True)])"
0.8272251308900525,0.8163265306122449,0.835978835978836,0.7789473684210527,0.831578947368421,0.8180404018449171,0.02057048957399212,71,0.096539306640625,0.012854196442704736,0.013391828536987305,0.008517757450833836,0.042229883074742854,balanced,scale,sigmoid,True,"OrderedDict([('C', 0.042229883074742854), ('class_weight', 'balanced'), ('gamma', 'scale'), ('kernel', 'sigmoid'), ('shrinking', True)])"
0.8247422680412373,0.8099999999999999,0.8307692307692307,0.7525773195876289,0.8229166666666666,0.8082476895047198,0.028590865441073893,74,0.10353527069091797,0.009985679601484542,0.009794235229492188,0.007595419888779665,0.028794939609996344,,auto,sigmoid,False,"OrderedDict([('C', 0.028794939609996344), ('class_weight', None), ('gamma', 'auto'), ('kernel', 'sigmoid'), ('shrinking', False)])"
0.8272251308900525,0.8121827411167513,0.8404255319148937,0.7789473684210527,0.8272251308900525,0.8172333331089545,0.021095188338730957,72,0.08794579505920411,0.01445538722023012,0.007195711135864258,0.002991895109804198,0.04269741628260837,,auto,sigmoid,False,"OrderedDict([('C', 0.04269741628260837), ('class_weight', None), ('gamma', 'auto'), ('kernel', 'sigmoid'), ('shrinking', False)])"
0.8272251308900525,0.8080808080808082,0.8272251308900525,0.7789473684210527,0.8229166666666666,0.8129062351205826,0.018349191008284325,73,0.08415899276733399,0.008786377954454902,0.005996608734130859,5.955694197080992e-07,0.034409585370069364,,scale,sigmoid,False,"OrderedDict([('C', 0.034409585370069364), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'sigmoid'), ('shrinking', False)])"
0.7942583732057417,0.7663551401869159,0.8018867924528302,0.7464114832535885,0.8058252427184466,0.7829629622709703,0.022871797779873807,80,0.05360407829284668,0.017567224036227534,0.00419774055480957,0.0003877168651168899,0.0012649447784887208,,auto,linear,True,"OrderedDict([('C', 0.0012649447784887208), ('class_weight', None), ('gamma', 'auto'), ('kernel', 'linear'), ('shrinking', True)])"
0.8241206030150755,0.7826086956521738,0.8217821782178218,0.7525773195876289,0.8241206030150755,0.8010707931517606,0.028903730769715003,75,0.0500978946685791,0.013121809142184426,0.005097389221191406,0.000663005897484569,0.0018700477907378807,,auto,linear,True,"OrderedDict([('C', 0.0018700477907378807), ('class_weight', None), ('gamma', 'auto'), ('kernel', 'linear'), ('shrinking', True)])"
0.8058252427184466,0.7699530516431925,0.8195121951219512,0.7512195121951221,0.8118811881188119,0.791701308318964,0.026412965544916386,78,0.051197147369384764,0.008609594549575194,0.01080327033996582,0.009323886359501135,0.0015199318910470512,balanced,scale,linear,False,"OrderedDict([('C', 0.0015199318910470512), ('class_weight', 'balanced'), ('gamma', 'scale'), ('kernel', 'linear'), ('shrinking', False)])"
0.8058252427184466,0.7699530516431925,0.8195121951219512,0.7524752475247524,0.8118811881188119,0.7919515972514073,0.026031367807164224,77,0.06179752349853516,0.004532275138261665,0.0047972679138183595,0.0009795303690388836,0.0015343039528730353,balanced,auto,linear,False,"OrderedDict([('C', 0.0015343039528730353), ('class_weight', 'balanced'), ('gamma', 'auto'), ('kernel', 'linear'), ('shrinking', False)])"
0.8058252427184466,0.7699530516431925,0.8195121951219512,0.7512195121951221,0.8118811881188119,0.791701308318964,0.026412965544916386,78,0.051200580596923825,0.005601003049364074,0.004996681213378906,0.0006319575153745524,0.001536703739104393,,scale,linear,True,"OrderedDict([('C', 0.001536703739104393), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'linear'), ('shrinking', True)])"
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9304812834224598,0.9613259668508287,0.9468495396876437,0.014537569034042694,3,0.06855759620666504,0.011049238373156018,0.01858839988708496,0.016681462484534896,10.0,,scale,rbf,False,"OrderedDict([('C', 10.0), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9304812834224598,0.9613259668508287,0.9468495396876437,0.014537569034042694,3,0.08595285415649415,0.005412323557723742,0.008196830749511719,0.007467766648732383,10.0,,scale,rbf,False,"OrderedDict([('C', 10.0), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
0.8202247191011237,0.8279569892473119,0.8695652173913043,0.7865168539325844,0.8666666666666666,0.8342033884226231,0.030999229707288835,62,0.12198591232299805,0.009955354943341346,0.008202028274536134,0.0029318788639985972,0.025599554305554523,,auto,rbf,True,"OrderedDict([('C', 0.025599554305554523), ('class_weight', None), ('gamma', 'auto'), ('kernel', 'rbf'), ('shrinking', True)])"
0.7784431137724551,0.8397790055248618,0.8700564971751412,0.7976190476190476,0.8636363636363636,0.8299051634041568,0.03616802371226454,68,0.11859269142150879,0.005916451680535015,0.015398979187011719,0.011180237158249265,0.02935741568782992,balanced,scale,rbf,True,"OrderedDict([('C', 0.02935741568782992), ('class_weight', 'balanced'), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', True)])"
0.9361702127659575,0.9340659340659342,0.9723756906077349,0.9304812834224598,0.9613259668508287,0.9468860503271066,0.016775087829873615,2,0.08940815925598145,0.009421887935234225,0.004198265075683594,0.0004003286752172009,8.137637662349459,,scale,rbf,False,"OrderedDict([('C', 8.137637662349459), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9304812834224598,0.9613259668508287,0.9468495396876437,0.014537569034042694,3,0.06755800247192383,0.009965254976753688,0.015789890289306642,0.013263861212720331,10.0,,scale,rbf,False,"OrderedDict([('C', 10.0), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
0.8222222222222223,0.8191489361702129,0.8617021276595745,0.6641221374045801,0.0,0.6341255949783089,0.3235180438328163,92,0.10453505516052246,0.007833533411392925,0.011393022537231446,0.008794450760534051,0.00010028408215511685,balanced,auto,rbf,False,"OrderedDict([('C', 0.00010028408215511685), ('class_weight', 'balanced'), ('gamma', 'auto'), ('kernel', 'rbf'), ('shrinking', False)])"
0.8222222222222223,0.8191489361702129,0.8617021276595745,0.6641221374045801,0.0,0.6341255949783089,0.3235180438328163,92,0.11455273628234863,0.014040611112213525,0.00640106201171875,0.0004910870632139801,0.0001,balanced,auto,rbf,True,"OrderedDict([('C', 0.0001), ('class_weight', 'balanced'), ('gamma', 'auto'), ('kernel', 'rbf'), ('shrinking', True)])"
0.7126436781609196,0.7473684210526315,0.6976744186046512,0.7078651685393258,0.7398843930635838,0.7210808660780328,0.019180668008764484,85,0.052983570098876956,0.009009443309257344,0.008397912979125977,0.00880033970444333,3.6894750538334646,balanced,scale,sigmoid,True,"OrderedDict([('C', 3.6894750538334646), ('class_weight', 'balanced'), ('gamma', 'scale'), ('kernel', 'sigmoid'), ('shrinking', True)])"
0.8111111111111111,0.7916666666666666,0.8152173913043479,0.7597765363128491,0.8135593220338984,0.7982926252495842,0.02100708121665316,76,0.0614011287689209,0.004586772375753312,0.00459756851196289,0.0004896094095454889,0.7590328901408181,balanced,auto,sigmoid,False,"OrderedDict([('C', 0.7590328901408181), ('class_weight', 'balanced'), ('gamma', 'auto'), ('kernel', 'sigmoid'), ('shrinking', False)])"
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9304812834224598,0.9613259668508287,0.9468495396876437,0.014537569034042694,3,0.07735133171081543,0.012792315347965497,0.01798901557922363,0.015977761491421657,10.0,,scale,rbf,False,"OrderedDict([('C', 10.0), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
0.9197860962566845,0.9560439560439561,0.9666666666666666,0.9021739130434783,0.9508196721311476,0.9391267653118516,0.02416209875048657,43,0.09034371376037598,0.015386607298321501,0.0075953006744384766,0.0025751192978777835,3.172111429425276,,auto,rbf,False,"OrderedDict([('C', 3.172111429425276), ('class_weight', None), ('gamma', 'auto'), ('kernel', 'rbf'), ('shrinking', False)])"
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9304812834224598,0.9613259668508287,0.9468495396876437,0.014537569034042694,3,0.11197614669799805,0.00570505879904629,0.0049970149993896484,0.0008940958782169961,10.0,,scale,rbf,False,"OrderedDict([('C', 10.0), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
0.8415300546448087,0.8481675392670156,0.8540540540540541,0.782608695652174,0.8461538461538463,0.8345486729590526,0.026225317958241554,59,0.08779196739196778,0.015940697505776407,0.010996770858764649,0.013503519875880653,0.6076537039040485,,auto,linear,True,"OrderedDict([('C', 0.6076537039040485), ('class_weight', None), ('gamma', 'auto'), ('kernel', 'linear'), ('shrinking', True)])"
0.8415300546448087,0.8481675392670156,0.8540540540540541,0.782608695652174,0.8461538461538463,0.8345486729590526,0.026225317958241554,59,0.14719161987304688,0.008929277312501193,0.005998802185058594,0.004101845656083015,0.6764284399471465,,scale,linear,False,"OrderedDict([('C', 0.6764284399471465), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'linear'), ('shrinking', False)])"
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9304812834224598,0.9613259668508287,0.9468495396876437,0.014537569034042694,3,0.09474620819091797,0.019504083218938734,0.01299734115600586,0.012045672665290661,10.0,,scale,rbf,False,"OrderedDict([('C', 10.0), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9304812834224598,0.9613259668508287,0.9468495396876437,0.014537569034042694,3,0.10069098472595214,0.0209661689003463,0.008998823165893555,0.008031973596868391,10.0,,scale,rbf,False,"OrderedDict([('C', 10.0), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
0.6743295019157087,0.6666666666666666,0.6717557251908397,0.6666666666666666,0.6692015209125476,0.6697280935426518,0.0029783273803704992,90,0.08009052276611328,0.01675578756893487,0.007906818389892578,0.005123453733703484,0.0019607538067275485,,scale,poly,True,"OrderedDict([('C', 0.0019607538067275485), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'poly'), ('shrinking', True)])"
0.6692015209125476,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6692015209125476,0.6676800309494731,0.0012417018906437643,91,0.0791903018951416,0.011456588200138422,0.015610265731811523,0.013141884623483067,0.0022173369230347258,balanced,auto,poly,False,"OrderedDict([('C', 0.0022173369230347258), ('class_weight', 'balanced'), ('gamma', 'auto'), ('kernel', 'poly'), ('shrinking', False)])"
0.6743295019157087,0.6666666666666666,0.6717557251908397,0.6692307692307693,0.6692015209125476,0.670239161821374,0.002605854630474424,89,0.08978700637817383,0.012203492626811408,0.004803180694580078,0.0007576622395030842,0.002203505813402826,,scale,poly,False,"OrderedDict([('C', 0.002203505813402826), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'poly'), ('shrinking', False)])"
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9304812834224598,0.9613259668508287,0.9468495396876437,0.014537569034042694,3,0.07120060920715332,0.012322933100077664,0.0131988525390625,0.013073213969656687,10.0,,scale,rbf,False,"OrderedDict([('C', 10.0), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9304812834224598,0.9613259668508287,0.9468495396876437,0.014537569034042694,3,0.0855928897857666,0.017686630213614364,0.009197282791137695,0.010398960116805146,10.0,,scale,rbf,False,"OrderedDict([('C', 10.0), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
0.9361702127659575,0.9392265193370166,0.967032967032967,0.9304812834224598,0.9613259668508287,0.9468495396876437,0.014537569034042694,3,0.08379263877868652,0.013791002449793643,0.009600448608398437,0.010712437438332204,10.0,,scale,rbf,False,"OrderedDict([('C', 10.0), ('class_weight', None), ('gamma', 'scale'), ('kernel', 'rbf'), ('shrinking', False)])"
