split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_l1_ratio,params
0.8314606741573033,0.8404255319148937,0.8397790055248618,0.7486033519553073,0.824858757062147,0.8170944718896774,0.034650482028459904,85,0.02878108024597168,0.0070210477642285735,0.008594608306884766,0.006371272610118561,1.2084869191513543,,1.0,"OrderedDict([('C', 1.2084869191513543), ('class_weight', None), ('l1_ratio', 1.0)])"
0.8426966292134833,0.8449197860962567,0.8379888268156425,0.7444444444444445,0.8314606741573033,0.8203757612407441,0.03816381630310178,55,0.04437222480773926,0.013342473065829133,0.004996824264526367,0.0035192395095084202,10.0,,0.5128273301410289,"OrderedDict([('C', 10.0), ('class_weight', None), ('l1_ratio', 0.5128273301410289)])"
0.8426966292134833,0.8449197860962567,0.8397790055248618,0.7486033519553073,0.8202247191011237,0.8193240392958603,0.036355606489947886,72,0.031979703903198244,0.014592287680827348,0.00459756851196289,0.0037173998746629594,0.9754385431491627,,0.0,"OrderedDict([('C', 0.9754385431491627), ('class_weight', None), ('l1_ratio', 0.0)])"
0.8415300546448087,0.835978835978836,0.8586956521739129,0.7777777777777778,0.8397790055248618,0.8308023196017449,0.027583744710783602,12,0.008594322204589843,0.0016232697426336088,0.004597520828247071,0.0031983375869226835,0.029298249327132885,,0.0,"OrderedDict([('C', 0.029298249327132885), ('class_weight', None), ('l1_ratio', 0.0)])"
0.8426966292134833,0.8449197860962567,0.8333333333333333,0.7444444444444445,0.8314606741573033,0.8194425415905315,0.03777667079178014,67,0.03997459411621094,0.010172470691326674,0.0029999732971191405,2.7738646645067192e-06,3.3286906979732094,balanced,0.7651766364618525,"OrderedDict([('C', 3.3286906979732094), ('class_weight', 'balanced'), ('l1_ratio', 0.7651766364618525)])"
0.8426966292134833,0.8449197860962567,0.8314606741573033,0.7444444444444445,0.8314606741573033,0.8190671566076372,0.037645851313476635,74,0.02498350143432617,0.005134556017537329,0.0031983375549316405,0.00040009051239896644,10.0,,0.0,"OrderedDict([('C', 10.0), ('class_weight', None), ('l1_ratio', 0.0)])"
0.8333333333333333,0.837696335078534,0.8461538461538463,0.752808988764045,0.8361581920903954,0.8212910651629757,0.03443459057767354,50,0.03377885818481445,0.006108864302172458,0.0033979892730712892,0.0004898436841291986,0.2503840136735032,,0.5734682075169153,"OrderedDict([('C', 0.2503840136735032), ('class_weight', None), ('l1_ratio', 0.5734682075169153)])"
0.8426966292134833,0.8449197860962567,0.8333333333333333,0.7444444444444445,0.824858757062147,0.8181266697321575,0.03744868448170193,80,0.041621732711791995,0.011433109045465649,0.0027984619140625,0.0003998995218167223,4.0351357808496235,,0.20273378310895218,"OrderedDict([('C', 4.0351357808496235), ('class_weight', None), ('l1_ratio', 0.20273378310895218)])"
0.8351648351648351,0.835978835978836,0.8586956521739129,0.7734806629834253,0.8524590163934427,0.8311972264178209,0.030222237074507,11,0.013391399383544922,0.008862598944629659,0.0031986236572265625,0.0009794718671008785,0.02418056492773889,balanced,0.0,"OrderedDict([('C', 0.02418056492773889), ('class_weight', 'balanced'), ('l1_ratio', 0.0)])"
0.8369565217391305,0.8186528497409326,0.8432432432432433,0.7650273224043717,0.8524590163934427,0.8233008764019584,0.03110837488191407,43,0.006395387649536133,0.0004898435912939925,0.003798055648803711,0.0031213550453284334,0.007880704390927976,,0.0,"OrderedDict([('C', 0.007880704390927976), ('class_weight', None), ('l1_ratio', 0.0)])"
0.8508287292817679,0.8333333333333333,0.8586956521739129,0.7845303867403314,0.8426966292134833,0.8340634232286834,0.026114343802230666,2,0.020386123657226564,0.0072233345059494625,0.0027984142303466796,0.0007482265254577741,0.14557317387200566,,1.0,"OrderedDict([('C', 0.14557317387200566), ('class_weight', None), ('l1_ratio', 1.0)])"
0.8444444444444444,0.849462365591398,0.8461538461538463,0.752808988764045,0.824858757062147,0.8236247505796912,0.036363500885843204,42,0.024384117126464842,0.011211033851299006,0.0027985572814941406,0.00039994763190957284,0.2060594154269282,balanced,0.0,"OrderedDict([('C', 0.2060594154269282), ('class_weight', 'balanced'), ('l1_ratio', 0.0)])"
0.8125000000000001,0.8510638297872342,0.8387096774193548,0.7777777777777778,0.8306010928961749,0.8221713435493182,0.025453634047891062,47,0.008194971084594726,0.0011662939514104017,0.004197120666503906,0.0014690294044968403,0.02028124781828196,balanced,0.6191846895947172,"OrderedDict([('C', 0.02028124781828196), ('class_weight', 'balanced'), ('l1_ratio', 0.6191846895947172)])"
0.8397790055248618,0.8404255319148937,0.8397790055248618,0.7457627118644068,0.8202247191011237,0.817272100205855,0.036489834993580515,84,0.03837594985961914,0.009845050114076659,0.0037977218627929686,0.0018314823157928274,0.5038800493406842,balanced,0.21784696837414175,"OrderedDict([('C', 0.5038800493406842), ('class_weight', 'balanced'), ('l1_ratio', 0.21784696837414175)])"
0.8333333333333333,0.8404255319148937,0.8397790055248618,0.7597765363128491,0.824858757062147,0.8196968583105786,0.030417021936754052,66,0.028182029724121094,0.0052657224578546635,0.0033983707427978514,0.0004890450449324578,0.5323419321861205,,0.8186294633654433,"OrderedDict([('C', 0.5323419321861205), ('class_weight', None), ('l1_ratio', 0.8186294633654433)])"
0.8186528497409326,0.837696335078534,0.8342245989304813,0.7700534759358287,0.819672131147541,0.816108163074693,0.024203302422279634,88,0.008194160461425782,0.0014686140016543436,0.0027984619140625,0.0003998998345339569,0.018616502773239917,balanced,1.0,"OrderedDict([('C', 0.018616502773239917), ('class_weight', 'balanced'), ('l1_ratio', 1.0)])"
0.8478260869565218,0.8333333333333333,0.8602150537634408,0.7777777777777778,0.8379888268156425,0.8314818487895542,0.028337695090320938,9,0.015189552307128906,0.0028550656547608427,0.003998088836669922,0.001998758398514198,0.061421976446721094,balanced,0.4098485176143298,"OrderedDict([('C', 0.061421976446721094), ('class_weight', 'balanced'), ('l1_ratio', 0.4098485176143298)])"
0.8426966292134833,0.8449197860962567,0.8379888268156425,0.7444444444444445,0.8314606741573033,0.8203757612407441,0.03816381630310178,55,0.0409736156463623,0.006718990064788806,0.003198575973510742,0.00039985192340227706,10.0,,0.7708334881832053,"OrderedDict([('C', 10.0), ('class_weight', None), ('l1_ratio', 0.7708334881832053)])"
0.8333333333333333,0.837696335078534,0.8461538461538463,0.7555555555555556,0.8361581920903954,0.8218385015963634,0.03334615037785,49,0.026783323287963866,0.0064894095602158084,0.0029983997344970705,5.091227651611e-07,0.32743677317557296,balanced,1.0,"OrderedDict([('C', 0.32743677317557296), ('class_weight', 'balanced'), ('l1_ratio', 1.0)])"
0.8415300546448087,0.8404255319148937,0.8648648648648649,0.7777777777777778,0.8444444444444444,0.8338602372888527,0.029365885367726538,4,0.01479201316833496,0.002225856131243171,0.003199148178100586,0.0009804972735577957,0.037640320113780344,balanced,0.15740220780163933,"OrderedDict([('C', 0.037640320113780344), ('class_weight', 'balanced'), ('l1_ratio', 0.15740220780163933)])"
0.8508287292817679,0.8333333333333333,0.8617021276595745,0.7692307692307692,0.8351648351648351,0.8301154080382388,0.03212498700986164,18,0.013190984725952148,0.00795497227970155,0.003398561477661133,0.0007999421018728667,0.07455915534912874,balanced,1.0,"OrderedDict([('C', 0.07455915534912874), ('class_weight', 'balanced'), ('l1_ratio', 1.0)])"
0.8426966292134833,0.8449197860962567,0.8314606741573033,0.7444444444444445,0.8314606741573033,0.8190671566076372,0.037645851313476635,74,0.039774179458618164,0.014975536556624725,0.0025987625122070312,0.0007995368098828662,10.0,balanced,0.23810509732364893,"OrderedDict([('C', 10.0), ('class_weight', 'balanced'), ('l1_ratio', 0.23810509732364893)])"
0.8387096774193548,0.835978835978836,0.849462365591398,0.770949720670391,0.8524590163934427,0.8295524871165587,0.02989384356237355,25,0.00979304313659668,0.003247704167597766,0.0035982131958007812,0.0007994178725895049,0.017263780056269145,,0.10844460320588892,"OrderedDict([('C', 0.017263780056269145), ('class_weight', None), ('l1_ratio', 0.10844460320588892)])"
0.8426966292134833,0.8449197860962567,0.8379888268156425,0.7444444444444445,0.8314606741573033,0.8203757612407441,0.03816381630310178,55,0.03817601203918457,0.00919015699280342,0.002798795700073242,0.000399708786972094,4.065774963027312,,1.0,"OrderedDict([('C', 4.065774963027312), ('class_weight', None), ('l1_ratio', 1.0)])"
0.8508287292817679,0.8449197860962567,0.8478260869565218,0.7734806629834253,0.8314606741573033,0.8297652209686877,0.02885063502116612,24,0.01379098892211914,0.0024806098043998795,0.0029982566833496095,0.0006319575513538174,0.075625332232662,balanced,0.0,"OrderedDict([('C', 0.075625332232662), ('class_weight', 'balanced'), ('l1_ratio', 0.0)])"
0.8128342245989305,0.8167539267015707,0.8260869565217391,0.7692307692307692,0.8432432432432433,0.8136466641909642,0.02451304777799709,89,0.011992311477661133,0.007531925043374888,0.00379791259765625,0.001599001929785823,0.0008656139795949243,balanced,0.0,"OrderedDict([('C', 0.0008656139795949243), ('class_weight', 'balanced'), ('l1_ratio', 0.0)])"
0.8461538461538463,0.8333333333333333,0.8540540540540541,0.7845303867403314,0.8426966292134833,0.832195882568536,0.024696390798828946,7,0.025383663177490235,0.013886018039685694,0.005997180938720703,0.004687748005125986,0.09732781098972441,,0.6539070398121971,"OrderedDict([('C', 0.09732781098972441), ('class_weight', None), ('l1_ratio', 0.6539070398121971)])"
0.8426966292134833,0.8449197860962567,0.8333333333333333,0.7444444444444445,0.824858757062147,0.8181266697321575,0.03744868448170193,80,0.032779693603515625,0.008789968101166794,0.0033980846405029298,0.001019215712912822,2.972429464786069,balanced,0.0,"OrderedDict([('C', 2.972429464786069), ('class_weight', 'balanced'), ('l1_ratio', 0.0)])"
0.8205128205128205,0.835978835978836,0.8342245989304813,0.7934782608695652,0.8397790055248618,0.8248133058921651,0.016935173550816796,36,0.01019287109375,0.003916853097228758,0.002998495101928711,0.0006318065643254119,0.008284949527763085,balanced,0.39337160135344545,"OrderedDict([('C', 0.008284949527763085), ('class_weight', 'balanced'), ('l1_ratio', 0.39337160135344545)])"
0.8426966292134833,0.8449197860962567,0.8268156424581005,0.7444444444444445,0.824858757062147,0.8168201622218604,0.03700644780590118,87,0.027829599380493165,0.006153721542539901,0.0025987625122070312,0.0004892981034841978,5.021612283184273,,0.0,"OrderedDict([('C', 5.021612283184273), ('class_weight', None), ('l1_ratio', 0.0)])"
0.8426966292134833,0.8449197860962567,0.8379888268156425,0.7444444444444445,0.8314606741573033,0.8203757612407441,0.03816381630310178,55,0.03817572593688965,0.01415376025927772,0.0035979747772216797,0.0011987686631408294,6.12296470287443,balanced,0.6997156345291274,"OrderedDict([('C', 6.12296470287443), ('class_weight', 'balanced'), ('l1_ratio', 0.6997156345291274)])"
0.8478260869565218,0.8421052631578948,0.8540540540540541,0.7777777777777778,0.8415300546448087,0.8327110498947647,0.027780788544930404,5,0.009393882751464844,0.0028690130496506865,0.0033977985382080077,0.000799608863283442,0.029887089916627092,,0.3440274712792835,"OrderedDict([('C', 0.029887089916627092), ('class_weight', None), ('l1_ratio', 0.3440274712792835)])"
0.823529411764706,0.8167539267015707,0.8324324324324325,0.7692307692307692,0.8432432432432433,0.8170625602062929,0.025463428738197805,86,0.01399092674255371,0.010518989528766554,0.00299835205078125,0.0006319573966429634,0.0014350181098655842,balanced,0.0,"OrderedDict([('C', 0.0014350181098655842), ('class_weight', 'balanced'), ('l1_ratio', 0.0)])"
0.8379888268156425,0.8432432432432433,0.8461538461538463,0.7457627118644068,0.8202247191011237,0.8187559472350895,0.03751280277565459,78,0.023184490203857423,0.00421171574300565,0.0041980743408203125,0.002480751976598168,0.36227719193378255,,0.001401814360857623,"OrderedDict([('C', 0.36227719193378255), ('class_weight', None), ('l1_ratio', 0.001401814360857623)])"
0.8426966292134833,0.8449197860962567,0.8379888268156425,0.7444444444444445,0.8314606741573033,0.8203757612407441,0.03816381630310178,55,0.03591160774230957,0.010073928793581653,0.003332662582397461,0.0004218733697253065,6.602946090114831,balanced,0.9574807571189146,"OrderedDict([('C', 6.602946090114831), ('class_weight', 'balanced'), ('l1_ratio', 0.9574807571189146)])"
0.8144329896907216,0.831578947368421,0.8404255319148937,0.7891891891891891,0.819672131147541,0.8190930815471049,0.017467967092140605,73,0.0073948860168457035,0.0004898042090126899,0.004197502136230468,0.0023983001945999823,0.002916399127738384,,0.19851273304217634,"OrderedDict([('C', 0.002916399127738384), ('class_weight', None), ('l1_ratio', 0.19851273304217634)])"
0.8426966292134833,0.8449197860962567,0.8333333333333333,0.7444444444444445,0.824858757062147,0.8181266697321575,0.03744868448170193,80,0.05676455497741699,0.020862510244634692,0.00419769287109375,0.0007477293588633781,4.3558899275381,,0.41324949143103384,"OrderedDict([('C', 4.3558899275381), ('class_weight', None), ('l1_ratio', 0.41324949143103384)])"
0.8297872340425532,0.8510638297872342,0.8556149732620321,0.7777777777777778,0.8369565217391305,0.8302921696396574,0.027813685924054633,17,0.012191677093505859,0.008418270048561416,0.004797887802124023,0.000747869617320913,0.02758557495001565,,0.466043390314556,"OrderedDict([('C', 0.02758557495001565), ('class_weight', None), ('l1_ratio', 0.466043390314556)])"
0.8426966292134833,0.8449197860962567,0.8397790055248618,0.7444444444444445,0.824858757062147,0.8194187406953798,0.038057311582484585,68,0.036979293823242186,0.014686760088254574,0.003307676315307617,0.0005879059624574731,3.3453091206820185,,0.5394941509033869,"OrderedDict([('C', 3.3453091206820185), ('class_weight', None), ('l1_ratio', 0.5394941509033869)])"
0.8461538461538463,0.8333333333333333,0.849462365591398,0.7802197802197802,0.8333333333333333,0.8285500168628982,0.024989950168877745,29,0.01638960838317871,0.005422132961451502,0.0031982898712158204,0.0003999960545423213,0.09287751190423449,,0.7932975719877144,"OrderedDict([('C', 0.09287751190423449), ('class_weight', None), ('l1_ratio', 0.7932975719877144)])"
0.8478260869565218,0.837696335078534,0.8602150537634408,0.7734806629834253,0.8379888268156425,0.831499950404752,0.03009573182570175,8,0.018388080596923827,0.007250793496977906,0.0027984142303466796,0.00039975684039038746,0.05532793659285566,,0.25208657103039495,"OrderedDict([('C', 0.05532793659285566), ('class_weight', None), ('l1_ratio', 0.25208657103039495)])"
0.8461538461538463,0.8333333333333333,0.8461538461538463,0.7597765363128491,0.8361581920903954,0.8243751685460005,0.032644460575292335,38,0.028581953048706053,0.008952695924439544,0.006596088409423828,0.00670752373651648,0.15378449165944247,,0.39126986734097857,"OrderedDict([('C', 0.15378449165944247), ('class_weight', None), ('l1_ratio', 0.39126986734097857)])"
0.8524590163934427,0.8333333333333333,0.8540540540540541,0.7734806629834253,0.8426966292134833,0.8312573954440604,0.029775416807959428,10,0.021186065673828126,0.003707507446181533,0.0031984329223632814,0.00040004271504360373,0.09661940341416615,,0.5014225501483343,"OrderedDict([('C', 0.09661940341416615), ('class_weight', None), ('l1_ratio', 0.5014225501483343)])"
0.8397790055248618,0.8404255319148937,0.8461538461538463,0.752808988764045,0.824858757062147,0.8208780535672637,0.03468346238240737,51,0.03337907791137695,0.002574749221216506,0.0029983997344970705,4.862803948967729e-07,0.3626028728919266,balanced,0.3925548919414219,"OrderedDict([('C', 0.3626028728919266), ('class_weight', 'balanced'), ('l1_ratio', 0.3925548919414219)])"
0.8508287292817679,0.8333333333333333,0.849462365591398,0.7802197802197802,0.8379888268156425,0.8304150405416205,0.02591506199846428,15,0.023185300827026366,0.008250616408751233,0.00299835205078125,0.0006325605351990361,0.11812995043298945,,0.9398539793608616,"OrderedDict([('C', 0.11812995043298945), ('class_weight', None), ('l1_ratio', 0.9398539793608616)])"
0.8444444444444444,0.8404255319148937,0.8397790055248618,0.7486033519553073,0.824858757062147,0.8196971411044118,0.03608954726413201,65,0.0359799861907959,0.015858274386623,0.004598855972290039,0.0024197745659939314,1.0104896787392421,balanced,0.6480483000199239,"OrderedDict([('C', 1.0104896787392421), ('class_weight', 'balanced'), ('l1_ratio', 0.6480483000199239)])"
0.8508287292817679,0.837696335078534,0.8586956521739129,0.7845303867403314,0.8379888268156425,0.8339996679753043,0.025936641526963945,3,0.027190446853637695,0.013137489844803027,0.0027983665466308595,0.00039973277458633504,0.14178371220107872,balanced,1.0,"OrderedDict([('C', 0.14178371220107872), ('class_weight', 'balanced'), ('l1_ratio', 1.0)])"
0.8426966292134833,0.8449197860962567,0.8397790055248618,0.7486033519553073,0.824858757062147,0.8202476801195268,0.03642555431005004,62,0.05259561538696289,0.013062333744822224,0.009598636627197265,0.012706253219259262,1.3268323616376851,,0.7308954366068885,"OrderedDict([('C', 1.3268323616376851), ('class_weight', None), ('l1_ratio', 0.7308954366068885)])"
0.8426966292134833,0.8404255319148937,0.8397790055248618,0.7486033519553073,0.824858757062147,0.8193467817870439,0.03585532229418846,71,0.05619821548461914,0.015430337998896475,0.0035984039306640623,0.0011993885182464202,1.2260461755725347,balanced,0.8015152425776435,"OrderedDict([('C', 1.2260461755725347), ('class_weight', 'balanced'), ('l1_ratio', 0.8015152425776435)])"
0.8186528497409326,0.8465608465608466,0.8324324324324325,0.7868852459016394,0.8176795580110496,0.8204835527812548,0.019803327938988584,54,0.011796236038208008,0.006116979209230538,0.010208320617675782,0.013900126010488977,0.01309564811919919,,0.44529762320828764,"OrderedDict([('C', 0.01309564811919919), ('class_weight', None), ('l1_ratio', 0.44529762320828764)])"
0.8444444444444444,0.8449197860962567,0.8524590163934427,0.770949720670391,0.8314606741573033,0.8289096931153256,0.029695064552180996,28,0.021609067916870117,0.00822100124648158,0.0025990962982177734,0.000489668198814365,0.12485061758120652,,0.0007463650638682708,"OrderedDict([('C', 0.12485061758120652), ('class_weight', None), ('l1_ratio', 0.0007463650638682708)])"
0.8205128205128205,0.837696335078534,0.8404255319148937,0.7891891891891891,0.8152173913043479,0.8206501783456362,0.018433848546466847,53,0.01020808219909668,0.006909584540648891,0.0034001827239990234,0.0010176627596361974,0.005270058203007483,,0.330230864870071,"OrderedDict([('C', 0.005270058203007483), ('class_weight', None), ('l1_ratio', 0.330230864870071)])"
0.8210526315789474,0.8465608465608466,0.8432432432432433,0.7692307692307692,0.8324324324324325,0.8225533522260534,0.028070704072958294,46,0.0087982177734375,0.0022335026103329075,0.005799293518066406,0.006609594927614861,0.03542638256998153,balanced,0.9916772507536383,"OrderedDict([('C', 0.03542638256998153), ('class_weight', 'balanced'), ('l1_ratio', 0.9916772507536383)])"
0.8426966292134833,0.8449197860962567,0.8397790055248618,0.7444444444444445,0.824858757062147,0.8194187406953798,0.038057311582484585,68,0.056296253204345705,0.008273538989431497,0.0034986495971679687,0.0004469711283747155,1.6546243689359275,,0.12684522834974946,"OrderedDict([('C', 1.6546243689359275), ('class_weight', None), ('l1_ratio', 0.12684522834974946)])"
0.8426966292134833,0.8449197860962567,0.8397790055248618,0.7444444444444445,0.824858757062147,0.8194187406953798,0.038057311582484585,68,0.05099983215332031,0.0031630921901077773,0.003229188919067383,0.0003887064497440875,2.0050327687706964,balanced,0.23341978839894478,"OrderedDict([('C', 2.0050327687706964), ('class_weight', 'balanced'), ('l1_ratio', 0.23341978839894478)])"
0.806282722513089,0.8465608465608466,0.8387096774193548,0.7783783783783784,0.8241758241758241,0.818861454248069,0.024428933559966986,77,0.012198066711425782,0.007627678507699229,0.004402065277099609,0.0023387338946425653,0.020648370706518978,balanced,0.8243976201083999,"OrderedDict([('C', 0.020648370706518978), ('class_weight', 'balanced'), ('l1_ratio', 0.8243976201083999)])"
0.8210526315789474,0.8510638297872342,0.8387096774193548,0.7734806629834253,0.8387096774193548,0.8246454555771537,0.02726436765826736,37,0.011799383163452148,0.004921310696432414,0.002998971939086914,5.352483825837052e-07,0.028729019026600775,balanced,0.7833891030458029,"OrderedDict([('C', 0.028729019026600775), ('class_weight', 'balanced'), ('l1_ratio', 0.7833891030458029)])"
0.8415300546448087,0.835978835978836,0.8478260869565218,0.7777777777777778,0.8314606741573033,0.8269654728277318,0.025145547525011747,34,0.020592641830444337,0.004873582752845042,0.014601516723632812,0.013533403275028109,0.0722985959712022,,0.0979231932122425,"OrderedDict([('C', 0.0722985959712022), ('class_weight', None), ('l1_ratio', 0.0979231932122425)])"
0.8415300546448087,0.8404255319148937,0.8602150537634408,0.7777777777777778,0.8426966292134833,0.832579788064173,0.028292870503973902,6,0.022197484970092773,0.010636479980928785,0.003202199935913086,0.0007423551052913119,0.04546576629107052,,0.09372768633172278,"OrderedDict([('C', 0.04546576629107052), ('class_weight', None), ('l1_ratio', 0.09372768633172278)])"
0.8461538461538463,0.8333333333333333,0.8461538461538463,0.752808988764045,0.8361581920903954,0.8229864204582548,0.03539535008026944,44,0.03799834251403809,0.013927776245208861,0.0033984661102294924,0.0004907198218704446,0.18419144088765718,balanced,0.7349234948025546,"OrderedDict([('C', 0.18419144088765718), ('class_weight', 'balanced'), ('l1_ratio', 0.7349234948025546)])"
0.8478260869565218,0.837696335078534,0.8648648648648649,0.7752808988764045,0.8461538461538463,0.8344182720668336,0.030798013855379714,1,0.016200160980224608,0.008393446329212304,0.0032063961029052735,0.00040713496425682166,0.03615307550295243,balanced,0.2615294799095248,"OrderedDict([('C', 0.03615307550295243), ('class_weight', 'balanced'), ('l1_ratio', 0.2615294799095248)])"
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.4009111617312073,0.32641131754297154,96,0.006195831298828125,0.0014690877345858108,0.0028029918670654298,0.0007557777590755945,0.0047482919533085085,balanced,0.9996312108554375,"OrderedDict([('C', 0.0047482919533085085), ('class_weight', 'balanced'), ('l1_ratio', 0.9996312108554375)])"
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6641221374045801,0.6692015209125476,0.6666647382750539,0.001603497351266223,93,0.004796218872070312,0.00040004282871828624,0.006800365447998047,0.007604384428842945,0.0028398482396104438,,1.0,"OrderedDict([('C', 0.0028398482396104438), ('class_weight', None), ('l1_ratio', 1.0)])"
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.4009111617312073,0.32641131754297154,96,0.004796791076660156,0.0003996134479989898,0.009002304077148438,0.008177773488976754,0.0041334283334557645,,1.0,"OrderedDict([('C', 0.0041334283334557645), ('class_weight', None), ('l1_ratio', 1.0)])"
0.8461538461538463,0.8333333333333333,0.8556149732620321,0.7845303867403314,0.8333333333333333,0.8306425169666886,0.02449379293446402,13,0.0123992919921875,0.0029802692014309394,0.002899646759033203,0.00019800716821504356,0.06466766310665464,balanced,0.5579697381423396,"OrderedDict([('C', 0.06466766310665464), ('class_weight', 'balanced'), ('l1_ratio', 0.5579697381423396)])"
