F1S,ROC,SEN,SPE,PRE
"(0.571, 0.777, 0.923)","(0.737, 0.859, 0.959)","(0.5, 0.744, 0.921)","(0.936, 0.975, 1.0)","(0.615, 0.83, 1.0)"
