;F1-Score;AUC ROC;Recall (Sensitivity);Precision;Specificity;NPV
Random Forest;(0.533, 0.774, 0.941);(0.719, 0.862, 0.988);(0.462, 0.75, 1.0);(0.545, 0.818, 1.0);(0.935, 0.975, 1.0);(0.912, 0.962, 1.0)
